BCU_Code|BCU_Name|Major_Crime_Category|Minor_Crime_Category|Number_of_Records|Borough|Sum_Value|Type|Month|Year
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|24|Offences|2|2014
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|27|Offences|2|2014
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|6|Offences|2|2014
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|31|Offences|2|2014
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|15|Offences|2|2014
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|6|Offences|2|2014
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|7|Offences|2|2014
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|10|Offences|2|2014
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|16|Offences|2|2014
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|6|Offences|2|2014
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|7|Offences|2|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|25|Offences|2|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|32|Offences|2|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|17|Offences|2|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|33|Offences|2|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|1|Offences|2|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|25|Offences|2|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|25|Offences|2|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|9|Offences|2|2014
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|2|Sanction Detections|2|2014
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|1|Sanction Detections|2|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|42|Offences|11|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|31|Offences|11|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|35|Offences|11|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|69|Offences|11|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|0|Offences|11|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|44|Offences|11|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|30|Offences|11|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|22|Offences|11|2014
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|5|Sanction Detections|11|2014
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|4|Sanction Detections|11|2014
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|5|Sanction Detections|11|2014
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|2|Sanction Detections|11|2014
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|5|Sanction Detections|11|2014
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|3|Sanction Detections|11|2014
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|1|Sanction Detections|11|2014
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|3|Sanction Detections|11|2014
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|2|Sanction Detections|11|2014
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|1|Sanction Detections|11|2014
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|0|Sanction Detections|11|2014
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|0|Sanction Detections|11|2014
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|1|Sanction Detections|11|2014
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|0|Sanction Detections|11|2014
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|0|Sanction Detections|11|2014
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|2|Sanction Detections|11|2014
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|0|Sanction Detections|11|2014
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|1|Sanction Detections|11|2014
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|0|Sanction Detections|11|2014
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|0|Sanction Detections|11|2014
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|3|Sanction Detections|11|2014
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|0|Sanction Detections|11|2014
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|0|Sanction Detections|11|2014
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|0|Sanction Detections|11|2014
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|0|Sanction Detections|11|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|3|Sanction Detections|11|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|4|Sanction Detections|11|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|0|Sanction Detections|11|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|2|Sanction Detections|11|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|0|Sanction Detections|11|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|0|Sanction Detections|11|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|1|Sanction Detections|11|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|2|Sanction Detections|11|2014
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|72|Offences|12|2014
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|56|Offences|12|2014
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|52|Offences|12|2014
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|71|Offences|12|2014
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|61|Offences|12|2014
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|71|Offences|12|2014
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|41|Offences|12|2014
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|80|Offences|12|2014
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|38|Offences|12|2014
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|13|Offences|12|2014
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|10|Offences|12|2014
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|10|Offences|12|2014
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|11|Offences|12|2014
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|28|Offences|12|2014
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|10|Offences|12|2014
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|29|Offences|12|2014
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|1|Offences|12|2014
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|28|Offences|12|2014
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|11|Offences|12|2014
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|15|Offences|12|2014
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|16|Offences|12|2014
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|13|Offences|12|2014
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|18|Offences|12|2014
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|18|Offences|12|2014
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|5|Offences|12|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|30|Offences|12|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|21|Offences|12|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|25|Offences|12|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|56|Offences|12|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|2|Offences|12|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|35|Offences|12|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|33|Offences|12|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|13|Offences|12|2014
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|2|Sanction Detections|12|2014
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|2|Sanction Detections|12|2014
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|1|Sanction Detections|12|2014
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|3|Sanction Detections|12|2014
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|4|Sanction Detections|12|2014
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|2|Sanction Detections|12|2014
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|0|Sanction Detections|12|2014
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|1|Sanction Detections|12|2014
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|3|Sanction Detections|12|2014
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|0|Sanction Detections|12|2014
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|0|Sanction Detections|12|2014
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|0|Sanction Detections|12|2014
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|0|Sanction Detections|12|2014
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|1|Sanction Detections|12|2014
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|1|Sanction Detections|12|2014
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|2|Sanction Detections|12|2014
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|1|Sanction Detections|12|2014
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|1|Sanction Detections|12|2014
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|1|Sanction Detections|12|2014
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|1|Sanction Detections|12|2014
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|2|Sanction Detections|12|2014
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|1|Sanction Detections|12|2014
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|2|Sanction Detections|12|2014
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|0|Sanction Detections|12|2014
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|0|Sanction Detections|12|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|2|Sanction Detections|12|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|3|Sanction Detections|12|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|3|Sanction Detections|12|2014
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|4|Sanction Detections|12|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|0|Sanction Detections|12|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|3|Sanction Detections|12|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|6|Sanction Detections|12|2014
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|0|Sanction Detections|12|2014
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|64|Offences|1|2015
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|68|Offences|1|2015
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|53|Offences|1|2015
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|65|Offences|1|2015
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|58|Offences|1|2015
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|75|Offences|1|2015
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|30|Offences|1|2015
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|66|Offences|1|2015
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|51|Offences|1|2015
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|9|Offences|1|2015
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|9|Offences|1|2015
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|20|Offences|1|2015
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|9|Offences|1|2015
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|31|Offences|1|2015
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|11|Offences|1|2015
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|30|Offences|1|2015
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|6|Offences|1|2015
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|17|Offences|1|2015
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|9|Offences|1|2015
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|16|Offences|1|2015
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|16|Offences|1|2015
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|9|Offences|1|2015
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|11|Offences|1|2015
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|16|Offences|1|2015
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|8|Offences|1|2015
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|49|Offences|1|2015
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|21|Offences|1|2015
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|21|Offences|1|2015
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|44|Offences|1|2015
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|0|Offences|1|2015
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|32|Offences|1|2015
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|28|Offences|1|2015
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|22|Offences|1|2015
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|1|Sanction Detections|1|2015
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|5|Sanction Detections|1|2015
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|4|Sanction Detections|1|2015
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|2|Sanction Detections|1|2015
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|2|Sanction Detections|1|2015
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|1|Sanction Detections|1|2015
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|3|Sanction Detections|1|2015
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|42|Offences|4|2017
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|47|Offences|4|2017
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|17|Offences|4|2017
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|36|Offences|4|2017
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|33|Offences|4|2017
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|30|Offences|4|2017
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|19|Offences|4|2017
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|14|Offences|4|2017
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|78|Offences|3|2016
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|80|Offences|3|2016
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|82|Offences|3|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|34|Offences|3|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|85|Offences|3|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|51|Offences|3|2016
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|4|Offences|3|2016
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|11|Offences|3|2016
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|11|Offences|3|2016
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|17|Offences|3|2016
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|44|Offences|3|2016
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|24|Offences|3|2016
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|29|Offences|3|2016
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|8|Offences|3|2016
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|24|Offences|3|2016
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|20|Offences|3|2016
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|21|Offences|3|2016
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|17|Offences|3|2016
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|12|Offences|3|2016
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|26|Offences|3|2016
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|19|Offences|3|2016
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|11|Offences|3|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|31|Offences|3|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|14|Offences|3|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|24|Offences|3|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|42|Offences|3|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|2|Offences|3|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|40|Offences|3|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|54|Offences|3|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|22|Offences|3|2016
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|5|Sanction Detections|3|2016
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|3|Sanction Detections|3|2016
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|2|Sanction Detections|3|2016
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|0|Sanction Detections|3|2016
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|1|Sanction Detections|3|2016
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|3|Sanction Detections|3|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|0|Sanction Detections|3|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|0|Sanction Detections|3|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|0|Sanction Detections|3|2016
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|0|Sanction Detections|3|2016
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|0|Sanction Detections|3|2016
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|1|Sanction Detections|3|2016
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|1|Sanction Detections|3|2016
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|2|Sanction Detections|3|2016
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|0|Sanction Detections|3|2016
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|1|Sanction Detections|3|2016
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|0|Sanction Detections|3|2016
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|1|Sanction Detections|3|2016
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|0|Sanction Detections|3|2016
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|1|Sanction Detections|3|2016
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|0|Sanction Detections|3|2016
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|0|Sanction Detections|3|2016
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|0|Sanction Detections|3|2016
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|1|Sanction Detections|3|2016
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|0|Sanction Detections|3|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|0|Sanction Detections|3|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|0|Sanction Detections|3|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|1|Sanction Detections|3|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|1|Sanction Detections|3|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|0|Sanction Detections|3|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|3|Sanction Detections|3|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|0|Sanction Detections|3|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|0|Sanction Detections|3|2016
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|116|Offences|4|2016
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|115|Offences|4|2016
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|87|Offences|4|2016
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|68|Offences|4|2016
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|65|Offences|4|2016
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|96|Offences|4|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|40|Offences|4|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|84|Offences|4|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|67|Offences|4|2016
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|12|Offences|4|2016
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|11|Offences|4|2016
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|17|Offences|4|2016
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|13|Offences|4|2016
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|40|Offences|4|2016
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|24|Offences|4|2016
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|31|Offences|4|2016
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|6|Offences|4|2016
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|27|Offences|4|2016
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|14|Offences|4|2016
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|14|Offences|4|2016
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|21|Offences|4|2016
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|10|Offences|4|2016
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|19|Offences|4|2016
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|28|Offences|4|2016
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|11|Offences|4|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|41|Offences|4|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|20|Offences|4|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|39|Offences|4|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|65|Offences|4|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|2|Offences|4|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|35|Offences|4|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|60|Offences|4|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hillingdon|18|Offences|4|2016
CE|Central East Command Unit|Theft|Bicycle Theft|1|Hackney|3|Sanction Detections|4|2016
CE|Central East Command Unit|Theft|Bicycle Theft|1|Tower Hamlets|2|Sanction Detections|4|2016
CN|Central North Command Unit|Theft|Bicycle Theft|1|Camden|13|Sanction Detections|4|2016
CN|Central North Command Unit|Theft|Bicycle Theft|1|Islington|1|Sanction Detections|4|2016
AS|Central South Command Unit|Theft|Bicycle Theft|1|Lambeth|1|Sanction Detections|4|2016
AS|Central South Command Unit|Theft|Bicycle Theft|1|Southwark|4|Sanction Detections|4|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|Kensington and Chelsea|2|Sanction Detections|4|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|City of Westminster|4|Sanction Detections|4|2016
AW|Central West Command Unit|Theft|Bicycle Theft|1|Hammersmith and Fulham|0|Sanction Detections|4|2016
EA|East Area Command Unit|Theft|Bicycle Theft|1|Redbridge|0|Sanction Detections|4|2016
EA|East Area Command Unit|Theft|Bicycle Theft|1|Havering|0|Sanction Detections|4|2016
EA|East Area Command Unit|Theft|Bicycle Theft|1|Barking and Dagenham|0|Sanction Detections|4|2016
NA|North Area Command Unit|Theft|Bicycle Theft|1|Enfield|0|Sanction Detections|4|2016
NA|North Area Command Unit|Theft|Bicycle Theft|1|Haringey|0|Sanction Detections|4|2016
NE|North East Command Unit|Theft|Bicycle Theft|1|Waltham Forest|0|Sanction Detections|4|2016
NE|North East Command Unit|Theft|Bicycle Theft|1|Newham|0|Sanction Detections|4|2016
NW|North West Command Unit|Theft|Bicycle Theft|1|Harrow|0|Sanction Detections|4|2016
NW|North West Command Unit|Theft|Bicycle Theft|1|Brent|1|Sanction Detections|4|2016
NW|North West Command Unit|Theft|Bicycle Theft|1|Barnet|2|Sanction Detections|4|2016
SN|South Area Command Unit|Theft|Bicycle Theft|1|Bromley|0|Sanction Detections|4|2016
SN|South Area Command Unit|Theft|Bicycle Theft|1|Croydon|1|Sanction Detections|4|2016
SN|South Area Command Unit|Theft|Bicycle Theft|1|Sutton|0|Sanction Detections|4|2016
SE|South East Command Unit|Theft|Bicycle Theft|1|Lewisham|0|Sanction Detections|4|2016
SE|South East Command Unit|Theft|Bicycle Theft|1|Greenwich|1|Sanction Detections|4|2016
SE|South East Command Unit|Theft|Bicycle Theft|1|Bexley|0|Sanction Detections|4|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Richmond upon Thames|1|Sanction Detections|4|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Kingston upon Thames|0|Sanction Detections|4|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Merton|0|Sanction Detections|4|2016
SW|South West Command Unit|Theft|Bicycle Theft|1|Wandsworth|1|Sanction Detections|4|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Heathrow Airport|1|Sanction Detections|4|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Hounslow|0|Sanction Detections|4|2016
WA|West Area Command Unit|Theft|Bicycle Theft|1|Ealing|1|Sanction Detections|4|2016
